candidate_id,years_experience,education_level,skills,experience_description,position_applied,suitable
CAND_0437,1,bachelor,"digital marketing, adaptability, critical thinking, problem solving, conversion optimization, seo, analytics","Experienced digital marketer with 1 years working with digital marketing, adaptability, critical thinking",digital_marketer,1
CAND_0438,2,phd,"testing, teamwork, leadership, git, c#","Experienced software developer with 2 years working with testing, teamwork, leadership",software_developer,0
CAND_0439,10,associate,"communication, adaptability, a/b testing, technical skills, problem solving, product management, agile","Experienced product manager with 10 years working with communication, adaptability, a/b testing",product_manager,1
CAND_0440,7,master,"communication, jira, problem solving, leadership, confluence, pmp, project management, time management, agile","Experienced project manager with 7 years working with communication, jira, problem solving",project_manager,1
CAND_0441,1,high_school,"communication, critical thinking, mobile, java, creativity","Experienced mobile developer with 1 years working with communication, critical thinking, mobile",mobile_developer,1
CAND_0442,0,associate,"design, figma, teamwork, leadership","Experienced designer with 0 years working with design, figma, teamwork",designer,1
CAND_0443,1,phd,"statistics, adaptability, teamwork, sql, excel, time management","Experienced data analyst with 1 years working with statistics, adaptability, teamwork",data_analyst,1
CAND_0444,6,high_school,"adaptability, spark, python, sql, deep learning","Experienced data scientist with 6 years working with adaptability, spark, python",data_scientist,1
CAND_0445,1,bachelor,"adaptability, problem solving, creativity, facebook ads, sem, social media","Experienced digital marketer with 1 years working with adaptability, problem solving, creativity",digital_marketer,0
CAND_0446,0,high_school,"teamwork, agile, adaptability, programming","Experienced developer with 0 years working with teamwork, agile, adaptability",developer,1
CAND_0447,9,high_school,"communication, digital marketing, leadership, seo, analytics","Experienced digital marketer with 9 years working with communication, digital marketing, leadership",digital_marketer,1
CAND_0448,7,master,"java, git, creativity, c++, c#, agile","Experienced software developer with 7 years working with java, git, creativity",software_developer,0
CAND_0449,7,associate,"ui/ux, critical thinking, problem solving, wireframing, design, creativity, sketch","Experienced ui ux designer with 7 years working with ui/ux, critical thinking, problem solving",ui_ux_designer,1
CAND_0450,8,high_school,"communication, manual testing, bug tracking, creativity, performance testing, selenium, time management","Experienced qa engineer with 8 years working with communication, manual testing, bug tracking",qa_engineer,0
CAND_0451,9,bachelor,"photoshop, color theory, branding, leadership, design, adobe creative suite, typography","Experienced graphic designer with 9 years working with photoshop, color theory, branding",graphic_designer,1
CAND_0452,8,master,"problem solving, leadership","Experienced digital marketer with 8 years working with problem solving, leadership",digital_marketer,0
CAND_0453,7,high_school,"ui/ux, prototyping, adaptability, critical thinking, leadership, design, adobe creative suite, user research","Experienced ui ux designer with 7 years working with ui/ux, prototyping, adaptability",ui_ux_designer,1
CAND_0454,1,associate,"time management, leadership, communication, project management","Experienced project manager with 1 years working with time management, leadership, communication",project_manager,1
CAND_0455,2,phd,"ci/cd, programming, teamwork, java, c++, time management","Experienced software developer with 2 years working with ci/cd, programming, teamwork",software_developer,1
CAND_0456,1,master,"adaptability, go, creativity, docker","Experienced backend developer with 1 years working with adaptability, go, creativity",backend_developer,0
CAND_0457,1,master,"communication, google play, swift, mobile, leadership, java, problem solving, flutter","Experienced mobile developer with 1 years working with communication, google play, swift",mobile_developer,1
CAND_0458,12,high_school,"communication, critical thinking, a/b testing, technical skills, product management","Experienced product manager with 12 years working with communication, critical thinking, a/b testing",product_manager,1
CAND_0459,4,master,"communication, design, time management, ui/ux","Experienced ui ux designer with 4 years working with communication, design, time management",ui_ux_designer,1
CAND_0460,2,master,"communication, problem solving, content writing, time management, social media","Experienced content creator with 2 years working with communication, problem solving, content writing",content_creator,1
CAND_0461,0,associate,"adaptability, linux, problem solving, leadership, networking, powershell, windows","Experienced system administrator with 0 years working with adaptability, linux, problem solving",system_administrator,1
CAND_0462,0,high_school,"leadership, javascript, postgresql, sql, html, css","Experienced fullstack developer with 0 years working with leadership, javascript, postgresql",fullstack_developer,1
CAND_0463,6,phd,"teamwork, a/b testing, leadership","Experienced product manager with 6 years working with teamwork, a/b testing, leadership",product_manager,0
CAND_0464,10,master,"nodejs, leadership, creativity, microservices, devops","Experienced fullstack developer with 10 years working with nodejs, leadership, creativity",fullstack_developer,0
CAND_0465,9,bachelor,"sass, angular, teamwork, responsive design, javascript, html, webpack, css","Experienced frontend developer with 9 years working with sass, angular, teamwork",frontend_developer,1
CAND_0466,6,master,"leadership, time management, statistics, powerbi","Experienced data analyst with 6 years working with leadership, time management, statistics",data_analyst,0
CAND_0467,1,phd,"communication, leadership, javascript, git, c#","Experienced software developer with 1 years working with communication, leadership, javascript",software_developer,0
CAND_0468,10,high_school,"communication, color theory, teamwork, indesign, time management, illustrator","Experienced graphic designer with 10 years working with communication, color theory, teamwork",graphic_designer,0
CAND_0469,11,associate,"docker, communication, adaptability, linux, azure, time management, monitoring, terraform","Experienced devops engineer with 11 years working with docker, communication, adaptability",devops_engineer,1
